Relatório Unificado;;;;;;;;;;;;;;;;
Registro;Tipo;Parcela;Empresa;Emissão;Vencimento;Liquidação;Valor Bruto;Centro de Custos;Valor Líquido;Conta;Observações;Competência;Plano de Contas;Cliente / Fornecedor;Status;Adquirente / Bandeira
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;20/05/2025;08/06/2025;06/06/2025;477;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;477;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra ref BF 3166 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;BRASILPREV - CNPJ: 27.665.207/0001-31;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;21/05/2025;09/06/2025;30/05/2025;5467,8;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;5467,8;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra refer NF 3168 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;FENASEG - RJ CENTRO - CNPJ: 33.623.893/0001-80;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/06/2025;09/06/2025;09/06/2025;0,08;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,08;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;06/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;07/05/2025;10/06/2025;10/06/2025;358,2;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;358,2;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3144 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/06/2025;10/06/2025;10/06/2025;0,04;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,04;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;06/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;11/06/2025;11/06/2025;11/06/2025;0,04;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,04;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;06/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;12/06/2025;12/06/2025;12/06/2025;0,04;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,04;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - PIX;06/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/06/2025;13/06/2025;13/06/2025;0,11;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,11;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;06/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/05/2025;15/06/2025;10/07/2025;11001,9;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;11001,9;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3151 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - JABAQUARA SP - CNPJ: 06.047.087/0038-20;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;12/05/2025;15/06/2025;25/07/2025;584,3;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;584,3;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra refernete a NF 3150 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - JABAQUARA SP - CNPJ: 06.047.087/0038-20;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/04/2025;15/06/2025;25/07/2025;1833,65;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1833,65;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compras referente a NF 3161 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;HOSPITAL ESPERANCA;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;15/05/2025;15/06/2025;20/06/2025;1100,19;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1100,19;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compras referente a NF3160 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/05/2025;15/06/2025;16/06/2025;366,73;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;366,73;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;P12: 041423 - BATERIA NOTEBOOK WDXOR 42WH 11.4V - NF 3159 - PIX;05/2025;102-1 - Vendas de Produtos - Transferência / PIX;HOSPITAL E PRONTO SOCORRO VILA IOLANDA - GUAIANAZES - CNPJ: 53.636.015/0001-07;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/05/2025;15/06/2025;30/06/2025;366,73;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;366,73;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;P12: 414833 - BATERIA NOTEBOOK WDXOR 42WH 11.4V - NF 3158 - PIX;05/2028;102-1 - Vendas de Produtos - Transferência / PIX;SAO LUIZ - UNIDADE ITAIM VILA NOVA CONCEICAO - CNPJ: 06.047.087/0002-10;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/05/2025;15/06/2025;16/06/2025;1466,92;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1466,92;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF3155 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - JABAQUARA SP - CNPJ: 06.047.087/0038-20;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/05/2025;15/06/2025;10/10/2025;366,73;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;366,73;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;P12: 248798 - BATERIA NOTEBOOK WDXOR 42WH 11.4V - NF 3154 - PIX;05/2025;102-1 - Vendas de Produtos - Transferência / PIX;HOSPITAL SAO LUIZ - TATUAPE SP - CNPJ: 06.047.087/0001-39;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/05/2025;15/06/2025;16/06/2025;436,3;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;436,3;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF3153 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;15/05/2025;15/06/2025;16/06/2025;577,53;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;577,53;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3162 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - ALTO DA MOOCA - CNPJ: 06.047.087/0077-37;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/05/2025;15/06/2025;22/08/2025;1466,92;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1466,92;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3156 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;GLORIA DOR - HOSPITAL DA GAVEA - CNPJ: 31.635.857/0004-54;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;14/05/2025;15/06/2025;16/06/2025;366,73;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;366,73;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;P12: 131288 - BATERIA NOTEBOOK WDXOR 42WH 11.4V - NF 3157 - PIX;05/2025;102-1 - Vendas de Produtos - Transferência / PIX;GLORIA DOR - HOSPITAL DA GAVEA - CNPJ: 31.635.857/0004-54;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;19/05/2025;20/06/2025;20/06/2025;994,75;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;994,75;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3164 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;19/05/2025;20/06/2025;20/06/2025;568,35;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;568,35;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3165 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;02/06/2025;20/06/2025;27/06/2025;998,98;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;998,98;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PEDIDO: 4686 -  FLASH ESTUDIO MINI TOCHA GOBOX K180A 180  W 220V - NF 3176 - PIX;06/2025;102-1 - Vendas de Produtos - Transferência / PIX;PAPAIZ ASSOCIADOS - CNPJ: 62.020.367/0010-15;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;20/06/2025;20/06/2025;20/06/2025;0,56;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,56;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - PIX;06/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;03/06/2025;23/06/2025;12/06/2025;469,2;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;469,2;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;PO: 3421 -  APOIO ERGONOMICO PARA OS PES MDF - NF 3178 - Cartão de Crédito / Débito;06/2025;102-1 - Vendas de Produtos;BOUTIQUE DENTAL - CNPJ: 14.576.103/0001-09;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;23/06/2025;23/06/2025;23/06/2025;0,14;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,14;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;06/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;22/05/2026;25/06/2025;25/06/2025;559,88;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;559,88;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3170 - Boleto;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;22/05/2025;25/06/2025;20/08/2025;2799,4;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2799,4;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3171 - Boleto;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - ALTO DA MOOCA - CNPJ: 06.047.087/0077-37;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;22/05/2025;25/06/2025;20/08/2025;559,88;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;559,88;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;compra referente a NF 3169 - Boleto;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - JABAQUARA SP - CNPJ: 06.047.087/0038-20;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;03/06/2025;25/06/2025;25/06/2025;12087;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;12087;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;OC: 261000 -  FONTE DE NOTEBOOK LENOVO THINKPAD E14 - NF 3179 - Depósito em Conta;06/2025;102-1 - Vendas de Produtos;SUL AMERICA - CERQUEIRA CESAR SP - CNPJ: 01.685.053/0002-37;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;03/06/2025;25/06/2025;25/06/2025;14340;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;14340;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;OC: 260985 - MOUSE USB M90 PRETO LOGITECH - NF 3180 - Depósito em Conta;06/2025;102-1 - Vendas de Produtos;SUL AMERICA - CERQUEIRA CESAR SP - CNPJ: 01.685.053/0002-37;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;12/06/2025;25/06/2025;25/06/2025;37384;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;37384;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3215 - PIX;06/2025;102-1 - Vendas de Produtos;SUL AMERICA - CERQUEIRA CESAR SP - CNPJ: 01.685.053/0002-37;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/06/2025;25/06/2025;25/06/2025;99,32;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;99,32;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3216 - PIX;06/2025;102-1 - Vendas de Produtos;SUL AMERICA - CERQUEIRA CESAR SP - CNPJ: 01.685.053/0002-37;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/06/2025;25/06/2025;25/06/2025;589,8;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;589,8;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3217 - PIX;06/2025;102-1 - Vendas de Produtos;SUL AMERICA - CERQUEIRA CESAR SP - CNPJ: 01.685.053/0002-37;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;26/06/2025;26/06/2025;26/06/2025;0,45;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,45;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;06/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/06/2025;27/06/2025;27/06/2025;0,02;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,02;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;06/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;19/02/2025;30/06/2025;21/07/2025;407,04;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;407,04;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3050 - PIX;02/2025;102-1 - Vendas de Produtos;SAO LUIZ - UNIDADE ITAIM VILA NOVA CONCEICAO - CNPJ: 06.047.087/0002-10;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;29/05/2025;30/06/2025;25/07/2025;7109;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;7109;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra refente NF 3173 - Boleto;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;29/05/2025;30/06/2025;25/07/2025;4265,4;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;4265,4;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referene NF 3174 - Boleto;05/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;29/05/2025;30/06/2025;30/06/2025;6893,27;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;6893,27;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3175 - Boleto;05/2025;102-1 - Vendas de Produtos;HOSPITAL ESPERANCA;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/06/2025;30/06/2025;01/07/2025;7618,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;7615,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3214 - Depósito em Conta;06/2025;102-1 - Vendas de Produtos;PAPAIZ ASSOCIADOS - CNPJ: 62.020.367/0010-15;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/06/2025;30/06/2025;01/07/2025;-3;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;7615,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3214 - Depósito em Conta;07/2025;300-9 - Desconto Concedido;PAPAIZ ASSOCIADOS - CNPJ: 62.020.367/0010-15;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;11/04/2025;30/06/2025;21/07/2025;680,1;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;680,1;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3113 - PIX;04/2025;102-1 - Vendas de Produtos;SAO LUIZ - UNIDADE ITAIM VILA NOVA CONCEICAO - CNPJ: 06.047.087/0002-10;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;16/05/2025;01/07/2025;01/07/2025;7997,56;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;7997,56;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF3163 - Depósito em Conta;05/2025;102-1 - Vendas de Produtos;PAPAIZ ASSOCIADOS - CNPJ: 62.020.367/0010-15;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;02/07/2025;02/07/2025;02/07/2025;0,01;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,01;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;07/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;03/07/2025;03/07/2025;03/07/2025;0,1;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,1;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;07/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;04/07/2025;04/07/2025;04/07/2025;0,04;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,04;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;07/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;07/07/2025;07/07/2025;07/07/2025;0,04;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,04;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;07/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;08/07/2025;08/07/2025;08/07/2025;0,04;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,04;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;07/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;06/06/2025;10/07/2025;25/07/2025;366,73;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;366,73;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3197 - Depósito em Conta;06/2025;102-1 - Vendas de Produtos;HOSPITAL ESPERANCA OLINDA;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;06/06/2025;10/07/2025;08/07/2025;10268,44;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;10268,44;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;compra referente a NF 3196 - Depósito em Conta;06/2025;102-1 - Vendas de Produtos;HOSPITAL ESPERANCA;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;06/06/2025;10/07/2025;25/07/2025;1100,19;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1100,19;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;compra ref NF 3194 - Depósito em Conta;06/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;06/06/2025;10/07/2025;25/07/2025;733,46;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;733,46;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3193 - Depósito em Conta;06/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;06/06/2025;10/07/2025;25/07/2025;1466,92;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1466,92;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;compra referente a NF 3192 - Depósito em Conta;06/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;06/06/2025;10/07/2025;10/07/2025;366,73;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;366,73;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF 3191 - Depósito em Conta;06/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - JABAQUARA SP - CNPJ: 06.047.087/0038-20;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;06/06/2025;10/07/2025;25/07/2025;366,73;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;366,73;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra referente a NF3190 - Depósito em Conta;06/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - JABAQUARA SP - CNPJ: 06.047.087/0038-20;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;06/06/2025;10/07/2025;01/09/2025;366,73;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;366,73;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;P12: 263578 -  BATERIA NOTEBOOK DELL 3400 - BB11 - DE125 - NF 3189 - PIX;06/2025;102-1 - Vendas de Produtos - Transferência / PIX;REDE D'OR SAO LUIZ - SANTO ANDRE - CNPJ: 06.047.087/0007-24;Liquidado (Conciliado);
